brand;processor_brand;ram_gb;ram_type;os;os_bit;graphic_card_gb;weight;display_size;warranty;Touchscreen;msoffice;price
Lenovo;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;38970
Lenovo;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;Yes;57500
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;38900
DELL;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;49990
ASUS;Intel;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;0;No;No;99990
DELL;Intel;8;DDR4;Windows;64;2;Casual;14;1;Yes;Yes;79990
DELL;AMD;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;59490
ASUS;Intel;4;DDR4;Windows;64;0;Casual;15.6;0;No;No;30780
HP;AMD;16;DDR4;Windows;64;0;ThinNlight;13.3;1;No;Yes;84190
MSI;Intel;8;DDR4;Windows;64;0;Casual;14;0;No;No;56541
ASUS;Intel;16;DDR4;Windows;64;0;ThinNlight;17.3;0;No;No;59990
DELL;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;37390
APPLE;Intel;16;LPDDR4X;Mac;64;0;Casual;13;1;No;No;179990
MSI;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;57990
Lenovo;Intel;16;DDR4;Windows;64;0;Casual;13;1;No;Yes;64990
ASUS;AMD;16;LPDDR4X;Windows;64;0;Casual;14;0;Yes;No;112990
HP;AMD;8;DDR4;Windows;64;0;Casual;13.3;1;Yes;Yes;73999
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;No;61290
ASUS;Intel;4;LPDDR4;Missing;32;0;Casual;0;0;No;No;20490
HP;Intel;16;DDR4;Windows;64;0;Casual;13.3;1;Yes;Yes;102990
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;54990
ALIENWARE;NVIDIA;15.6;Full;Missing;32;6;Casual;0;0;No;No;199990
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;39990
Lenovo;Intel;8;DDR4;Windows;64;0;Casual;13;1;No;Yes;59990
MSI;AMD;16;DDR4;Windows;64;0;Casual;15.6;0;No;No;146990
ASUS;Intel;16;DDR4;Windows;32;6;Casual;15.6;1;No;No;84990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;14;1;No;No;49990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;45490
Lenovo;Intel;4;DDR4;Windows;64;0;ThinNlight;14;0;No;No;31799
HP;Intel;16;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;72500
Lenovo;Intel;8;DDR4;Windows;64;4;Gaming;15.6;0;No;No;59990
Lenovo;AMD;4;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;24990
DELL;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;60990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;44900
DELL;Intel;16;DDR4;Windows;64;4;Casual;15.6;1;No;No;99990
ASUS;AMD;8;DDR4;Windows;64;0;Casual;14.1;1;No;No;37990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14.1;1;No;Yes;33990
DELL;AMD;8;DDR4;Windows;64;6;Casual;14.96;0;No;No;76190
Lenovo;Intel;16;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;87990
DELL;Intel;8;DDR4;Windows;32;0;Casual;14.96;0;No;No;40890
DELL;Intel;4;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;43590
MSI;Intel;;;Missing;32;4;Casual;0;0;No;No;109590
ASUS;AMD;16;DDR5;Windows;64;4;Casual;15.6;0;No;No;106990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;57990
ASUS;Intel;16;DDR4;Windows;64;4;Gaming;17.3;0;No;No;94990
DELL;Intel;16;DDR4;Windows;64;0;ThinNlight;15.3;1;No;Yes;69490
Lenovo;Intel;16;DDR4;Windows;64;0;Casual;14;3;Yes;Yes;68990
Lenovo;Intel;16;DDR4;Windows;32;0;Casual;15.6;1;No;Yes;77990
DELL;NVIDIA;15.6;Full;Missing;32;8;Casual;0;0;No;No;179990
MSI;Intel;16;DDR4;Windows;64;6;Casual;15.6;2;No;No;119990
HP;Intel;8;DDR4;Windows;32;0;Casual;14.1;0;No;No;38799
ASUS;Intel;16;DDR4;Windows;32;4;Casual;16;1;No;No;194990
HP;Intel;16;DDR4;Windows;64;0;Casual;13.3;1;Yes;Yes;104000
ALIENWARE;NVIDIA;15.6;Full;Missing;32;8;Casual;0;0;No;No;345390
MSI;Intel;8;DDR4;Windows;64;2;Casual;14;0;No;No;76990
MSI;AMD;8;DDR4;Windows;64;0;Casual;14;1;No;No;49990
MSI;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;38990
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;58990
Lenovo;AMD;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;3;Yes;Yes;74798
ASUS;AMD;16;DDR5;Windows;32;4;Casual;15.6;1;No;No;114990
MSI;Intel;16;DDR4;Windows;64;6;Casual;16;0;No;No;192990
SAMSUNG;Qualcomm;4;LPDDR4X;Windows;32;0;Casual;0;0;No;No;38990
ASUS;Intel;16;LPDDR4X;Windows;64;0;Casual;14;1;Yes;No;105990
MSI;Intel;16;LPDDR4X;Windows;64;0;Casual;14;1;No;No;79990
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;36990
ASUS;AMD;8;DDR4;Windows;64;0;Casual;14;1;No;No;58990
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;55490
ASUS;AMD;16;DDR4;Windows;64;0;Casual;14;1;No;No;92990
Lenovo;Intel;16;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;69990
HP;AMD;8;DDR4;Windows;32;4;Casual;16.1;0;No;No;68100
ASUS;Intel;8;DDR4;Windows;64;0;Casual;13.3;1;Yes;Yes;84990
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;59990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;39990
DELL;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;44390
ASUS;Intel;16;LPDDR3;Windows;64;2;Casual;14;1;No;Yes;124990
Lenovo;AMD;16;DDR4;Windows;64;0;ThinNlight;13.3;1;Yes;Yes;77990
DELL;Intel;8;LPDDR4X;Windows;64;0;ThinNlight;13.3;1;No;Yes;111890
DELL;Intel;16;DDR4;Windows;64;2;Casual;15.6;0;No;No;122410
DELL;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;No;65990
ASUS;Intel;8;LPDDR4X;Windows;32;0;Casual;14;1;No;Yes;72990
HP;Intel;8;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;69267
DELL;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;44690
DELL;Intel;16;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;71090
HP;Intel;16;DDR4;Windows;64;0;Casual;13.3;1;Yes;No;179990
Lenovo;Intel;16;DDR4;Windows;32;4;Casual;16;3;No;Yes;81490
MSI;Intel;8;DDR4;Windows;64;4;Casual;15.6;2;No;No;74990
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;44490
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;44427
acer;AMD;16;DDR4;Windows;64;4;Casual;14;1;No;No;99990
MSI;Intel;16;DDR4;Windows;64;4;Casual;15.6;2;Yes;No;154990
DELL;AMD;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;57900
ASUS;Intel;8;LPDDR3;Windows;64;0;Casual;13.3;1;No;Yes;79990
ASUS;AMD;8;DDR4;Windows;32;4;Gaming;15.6;0;No;No;95990
Lenovo;Intel;8;DDR4;Windows;64;4;Gaming;15.6;0;No;No;74590
MSI;Intel;8;DDR4;Windows;64;0;Casual;14;1;No;No;55490
ASUS;Intel;8;DDR4;Windows;64;0;Casual;14;1;No;No;35990
acer;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;Yes;59999
Lenovo;Intel;16;LPDDR4X;Windows;64;0;Casual;13.3;1;No;Yes;122990
DELL;Intel;8;DDR4;Windows;64;2;ThinNlight;14;1;No;Yes;66490
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;53400
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;55090
acer;Intel;16;DDR4;Windows;64;8;Casual;15.6;1;No;No;159990
ASUS;AMD;16;LPDDR4X;Windows;64;0;Casual;14;0;Yes;No;91990
HP;Intel;16;DDR4;Windows;64;4;Gaming;15.6;1;No;Yes;90190
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;51649
ASUS;AMD;16;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;56990
MSI;Intel;;;Missing;32;8;Casual;0;0;No;No;207290
DELL;Intel;8;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;74500
DELL;Intel;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;1;No;Yes;114990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;41990
DELL;Intel;8;DDR4;Windows;64;2;ThinNlight;14;0;No;No;61990
ASUS;Intel;8;DDR4;Windows;64;4;Casual;15.6;0;No;No;82990
acer;AMD;4;DDR4;Windows;64;0;Casual;14;1;No;No;29990
APPLE;Intel;16;LPDDR4X;Mac;64;0;Casual;13;1;No;No;159990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;46990
APPLE;Intel;8;DDR3;Mac;64;0;Casual;13.3;1;No;No;172090
HP;AMD;16;DDR4;Windows;64;0;Casual;13.3;1;No;Yes;84208
Lenovo;Intel;16;DDR4;Windows;32;0;Casual;14;0;Yes;No;88488
acer;Pre-installed;Dual;Cooling;Missing;32;4;Casual;0;0;No;No;129999
MSI;AMD;8;DDR4;Windows;64;0;Casual;15.6;0;No;No;64990
MSI;Intel;16;DDR4;Windows;64;4;Casual;15.6;1;No;No;109990
MSI;Intel;8;DDR4;Windows;64;4;Casual;15.6;0;No;No;74990
Lenovo;AMD;8;DDR4;Windows;64;0;Casual;14;1;No;Yes;60990
ASUS;Intel;32;DDR4;Windows;64;6;Casual;15.6;1;Yes;No;224990
DELL;Intel;;;Missing;32;0;ThinNlight;0;1;No;No;139990
HP;AMD;16;DDR4;Windows;64;8;Casual;15.6;1;No;No;159990
MSI;Intel;8;DDR4;Windows;64;0;Casual;14;1;No;No;56490
ASUS;Intel;8;DDR4;Windows;32;2;Casual;15.6;0;No;No;58990
DELL;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;52632
ASUS;AMD;16;DDR4;Windows;64;0;Casual;14;1;No;No;104990
ASUS;AMD;8;DDR4;Windows;64;0;Casual;14;1;No;Yes;76990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;31990
MSI;Intel;8;DDR4;Windows;64;4;Casual;15.6;0;No;No;86990
Lenovo;Intel;16;DDR4;Windows;64;0;ThinNlight;13.3;3;No;No;147000
ASUS;Intel;16;DDR4;Windows;64;4;Casual;15.6;1;No;No;87990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;47990
acer;Intel;8;DDR3;Windows;64;0;ThinNlight;13.3;1;No;Yes;86867
DELL;AMD;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;39990
Lenovo;Intel;4;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;40200
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;55990
HP;Intel;8;DDR4;Windows;64;4;Gaming;15.6;1;No;Yes;77990
MSI;Intel;16;LPDDR4X;Windows;64;0;Casual;14;1;No;No;89990
MSI;Intel;32;DDR5;Windows;64;8;Casual;15.6;0;No;No;279990
HP;Intel;16;DDR4;Windows;64;4;Casual;15.6;1;No;Yes;106490
Lenovo;Intel;16;DDR4;Windows;32;2;Casual;14;1;No;Yes;70990
ASUS;Intel;32;DDR5;Windows;64;6;Casual;15.6;0;No;No;299990
ASUS;AMD;16;LPDDR4X;Windows;64;4;Casual;13.4;1;Yes;No;114990
HP;Intel;8;DDR4;Windows;64;4;Casual;15.6;1;No;No;116941
MICROSOFT;Intel;8;LPDDR4X;Windows;64;0;Casual;13;0;Yes;No;100190
ASUS;Intel;4;DDR4;Windows;64;0;Casual;0;0;No;No;26990
Lenovo;Intel;16;DDR4;Windows;64;0;ThinNlight;14;3;Yes;No;155411
HP;Intel;16;LPDDR3;Windows;64;0;Casual;13.3;1;Yes;Yes;239759
Lenovo;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;64990
acer;AMD;;;Missing;32;4;Casual;0;0;No;No;72990
Lenovo;Intel;8;DDR4;Windows;32;0;Casual;14;0;No;No;40990
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14.96;1;No;No;42490
HP;AMD;8;DDR4;Windows;64;4;Gaming;15.6;1;No;No;80000
ASUS;Intel;4;DDR4;Windows;64;0;Casual;15.6;0;No;No;29890
acer;AMD;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;44990
acer;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;57990
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;53490
LG;Intel;8;DDR4;Windows;64;0;Casual;15.6;0;No;No;76990
DELL;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;43970
HP;Intel;16;DDR4;Windows;64;4;Casual;16.1;0;No;No;121990
acer;Intel;4;DDR4;Windows;64;0;Casual;15.6;1;No;No;30990
HP;Intel;16;DDR4;Windows;64;4;Casual;16.1;0;No;No;116990
APPLE;Apple;16;DDR4;Mac;64;0;Casual;13.3;1;No;No;124990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;0;No;No;40990
Lenovo;Intel;16;DDR4;Windows;64;6;Casual;16;0;No;No;151098
ASUS;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;Yes;78990
DELL;NVIDIA;;;Missing;32;4;Casual;0;0;No;No;95990
DELL;Intel;16;DDR3;Windows;64;0;ThinNlight;13.3;1;No;Yes;121890
realme;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;47999
ASUS;Intel;4;DDR4;Missing;64;0;Casual;15.6;0;No;No;35990
ASUS;Intel;8;DDR4;Windows;64;4;Gaming;15.6;1;No;No;64990
ASUS;Intel;8;LPDDR3;Windows;64;0;ThinNlight;14;1;No;No;85990
DELL;Intel;4;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;43990
MSI;Intel;8;DDR4;Windows;64;0;Casual;14;1;No;No;54990
HP;Intel;;;Missing;32;4;Casual;0;0;No;No;102551
DELL;Intel;8;DDR4;Windows;64;0;Casual;14;0;Yes;No;71999
ASUS;AMD;16;LPDDR4X;Windows;64;4;Casual;13.4;1;Yes;Yes;124990
Lenovo;AMD;16;DDR4;Windows;64;4;Casual;15.6;1;No;Yes;84988
Lenovo;AMD;8;DDR4;Windows;64;4;Casual;15.6;0;No;No;76498
MSI;Intel;16;DDR4;Windows;64;4;Casual;15.6;2;No;No;94990
HP;AMD;16;DDR4;Windows;64;4;Casual;15.6;1;No;No;90990
Vaio;Intel;8;DDR4;Windows;64;0;ThinNlight;14;2;No;Yes;62890
MICROSOFT;AMD;8;DDR4;Windows;64;0;Casual;15;0;Yes;No;99990
ASUS;AMD;4;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;34500
DELL;AMD;8;DDR4;Windows;64;4;Casual;14.96;1;No;No;98920
Lenovo;AMD;16;DDR4;Windows;64;6;Casual;15.6;1;No;Yes;130990
LG;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;76990
ASUS;AMD;16;DDR4;Windows;64;0;Casual;15.6;1;No;No;99990
HP;Intel;16;LPDDR4X;Windows;64;0;Casual;13.5;0;Yes;No;111999
MSI;Intel;;;Missing;32;8;Casual;0;0;No;No;179990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;39990
MSI;Intel;16;DDR4;Windows;64;8;Casual;15.6;2;No;No;129990
ASUS;AMD;16;LPDDR4X;Windows;64;0;Casual;14;0;Yes;No;134990
Lenovo;Intel;8;LPDDR4X;Windows;64;2;Casual;14;1;No;Yes;70798
DELL;AMD;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;40590
Lenovo;Intel;8;DDR4;Windows;64;4;Casual;15.6;0;No;No;59990
MSI;AMD;8;DDR4;Windows;64;0;Casual;15.6;0;No;No;54990
ASUS;Intel;4;DDR4;Windows;64;0;Casual;14;1;No;No;40990
ASUS;Intel;32;DDR4;Windows;64;6;Casual;15.6;1;Yes;No;269990
acer;Intel;8;DDR4;Windows;64;4;Casual;15.6;1;No;No;99500
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;No;48990
HP;Intel;16;LPDDR4X;Windows;64;0;Casual;13.5;1;Yes;No;149999
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;55990
ASUS;AMD;16;DDR5;Windows;64;4;Casual;15.6;0;No;No;112990
Vaio;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;2;No;Yes;56990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;64990
Lenovo;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;41998
Lenovo;AMD;16;DDR4;Windows;64;0;Casual;14;1;No;Yes;77988
MSI;Intel;16;DDR4;Windows;64;6;Casual;15.6;0;No;No;139990
ASUS;Intel;8;LPDDR3;Windows;64;0;ThinNlight;13.3;1;No;No;72990
HP;AMD;16;DDR4;Windows;64;8;Casual;16.1;1;No;Yes;141990
ASUS;Intel;4;LPDDR4X;Windows;64;0;Casual;0;0;No;No;45990
ALIENWARE;NVIDIA;15.6;Full;Missing;32;6;Casual;0;0;No;No;214790
ASUS;Intel;4;DDR4;Windows;32;0;Casual;All;0;No;No;21990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;No;39790
ASUS;AMD;8;DDR4;Windows;64;0;Casual;14;1;No;Yes;76000
acer;Intel;16;DDR4;Windows;64;6;Casual;15.6;1;No;No;129990
acer;Intel;8;DDR3;Windows;64;0;ThinNlight;14;1;No;No;64990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;57990
HP;Intel;16;DDR4;Windows;64;8;Casual;16.1;1;No;Yes;171990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;42990
Smartron;Intel;4;DDR3;Windows;64;0;Casual;12.2;0;Yes;No;52990
ASUS;AMD;8;DDR4;Windows;64;0;Casual;14;1;No;No;63990
acer;AMD;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;49990
Lenovo;AMD;8;DDR4;Windows;64;0;Casual;14;1;No;Yes;63990
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;57999
MSI;Intel;;;Missing;32;6;Casual;0;0;No;No;145990
HP;Intel;16;DDR4;Windows;64;2;Casual;13.3;1;Yes;Yes;76990
DELL;AMD;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;51990
ASUS;AMD;16;DDR4;Windows;64;0;Casual;15.6;1;No;No;129990
DELL;Intel;8;DDR4;Windows;64;2;Casual;15.6;0;No;No;66490
DELL;Intel;4;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;36000
ASUS;AMD;16;LPDDR4X;Windows;64;4;Casual;13.4;1;Yes;No;99990
Lenovo;Intel;8;DDR4;Windows;64;0;Casual;15.6;2;No;Yes;62998
ASUS;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;41990
DELL;Intel;16;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;77990
ASUS;Intel;;;Missing;32;4;Casual;0;0;No;No;106167
MICROSOFT;Intel;8;DDR3;Windows;64;0;Casual;13.5;0;Yes;No;91999
ASUS;AMD;8;DDR4;Windows;32;4;Casual;14;0;No;No;72400
Lenovo;Intel;4;DDR4;Windows;64;0;Casual;15.6;2;No;Yes;39999
HP;Intel;8;DDR4;Windows;64;0;Casual;13.3;1;Yes;Yes;114990
HP;AMD;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;52380
ASUS;AMD;32;LPDDR4X;Windows;64;4;Casual;13.4;1;Yes;Yes;142990
ASUS;AMD;16;DDR4;Windows;64;0;Casual;14;1;No;No;121990
DELL;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;Yes;65990
DELL;Intel;16;DDR4;Windows;64;2;Casual;14;1;No;Yes;88990
DELL;Intel;16;DDR4;Windows;64;2;Casual;15.6;1;No;Yes;93955
Lenovo;AMD;16;DDR4;Windows;64;0;Casual;13.3;1;Yes;No;78990
LG;Intel;8;DDR4;Windows;64;0;Casual;14;0;No;No;62990
ASUS;Intel;32;DDR4;Windows;64;8;Casual;15.6;0;No;No;234990
DELL;Intel;4;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;43590
ASUS;Intel;4;DDR4;Windows;32;0;Casual;14;0;No;No;39990
HP;Intel;16;LPDDR4X;Windows;64;0;Casual;13.3;1;Yes;Yes;128500
Lenovo;Intel;8;DDR4;Windows;64;0;Casual;13.3;0;No;No;113590
DELL;Intel;4;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;41390
ASUS;Intel;8;DDR4;Windows;32;0;ThinNlight;14;0;No;No;35590
Mi;Intel;8;DDR4;Windows;64;2;Casual;14;1;No;No;54990
ASUS;Intel;8;DDR4;Windows;32;0;ThinNlight;15.6;0;No;No;82500
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;55990
ASUS;Intel;8;LPDDR4X;Windows;64;0;Casual;14;1;Yes;Yes;73990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;44890
Lenovo;AMD;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;3;Yes;Yes;81978
ASUS;AMD;8;DDR4;Windows;64;0;Casual;14;1;No;No;111000
Lenovo;Intel;16;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;102990
Lenovo;Intel;8;DDR4;Windows;64;0;Casual;15.6;0;No;No;39998
HP;Intel;16;DDR4;Windows;64;4;Gaming;15.6;1;No;Yes;92000
HP;AMD;8;DDR4;Windows;64;4;Gaming;15.6;1;No;No;59990
LG;Intel;8;DDR4;Windows;64;0;ThinNlight;16;0;No;No;86990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;42490
MSI;Intel;8;DDR4;Windows;64;4;Casual;15.6;2;No;No;52990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;61000
acer;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;59990
ASUS;Intel;8;LPDDR4X;Windows;64;0;Casual;14;1;Yes;No;99990
ASUS;AMD;32;LPDDR4X;Windows;64;4;Casual;13.4;1;Yes;Yes;124990
acer;Intel;16;DDR4;Windows;64;6;Casual;15.6;1;No;No;119990
ASUS;AMD;16;DDR5;Windows;32;4;Casual;15.6;1;No;No;111990
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;67990
acer;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;49990
HP;AMD;16;DDR4;Windows;32;0;Casual;13.3;0;Yes;No;109000
DELL;Intel;8;DDR4;Windows;64;4;Casual;15.6;0;No;No;77900
DELL;Intel;8;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;70799
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;52500
lenovo;Intel;;;Missing;32;0;Casual;0;0;No;No;171998
Lenovo;Intel;4;DDR4;Windows;32;2;Casual;14;0;No;No;57999
Lenovo;Intel;8;DDR3;Windows;64;0;Casual;15.6;0;No;No;52490
ASUS;Intel;16;LPDDR4X;Windows;64;0;Casual;14;1;Yes;No;119990
Lenovo;Intel;4;DDR4;Windows;64;4;Casual;15.6;1;No;No;56990
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;65990
acer;Intel;8;DDR3;Windows;64;0;ThinNlight;14;1;Yes;Yes;81998
ASUS;AMD;16;DDR4;Windows;64;6;Casual;15.6;0;No;No;141990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;No;53690
DELL;Intel;;;Missing;32;4;Casual;0;1;No;No;68090
MSI;Intel;16;DDR4;Windows;64;4;Casual;15.6;3;No;No;159990
ASUS;Intel;4;DDR4;Windows;32;0;Casual;13.3;0;Yes;No;58100
Vaio;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;2;No;Yes;49590
ASUS;AMD;16;DDR4;Windows;64;4;Casual;16;1;No;No;162990
MSI;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;No;55990
ASUS;Intel;32;DDR4;Windows;32;6;Casual;17.3;1;No;No;441990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;53190
Lenovo;Intel;8;DDR4;Windows;32;2;Casual;15.6;2;No;Yes;58999
ASUS;Intel;8;DDR4;Windows;64;4;Casual;17.3;0;No;No;84500
Lenovo;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;41990
ASUS;Intel;16;DDR4;Windows;32;6;Casual;15.6;0;No;No;120980
DELL;Intel;8;DDR4;Windows;64;2;ThinNlight;15.6;3;No;No;71990
HP;Intel;4;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;36490
HP;Intel;8;DDR4;Windows;32;4;Casual;16.1;0;No;No;82000
ASUS;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;48490
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;38990
ASUS;Intel;16;DDR4;Windows;32;6;Casual;16;1;No;No;157249
ASUS;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;49990
ALIENWARE;NVIDIA;15.6;Full;Missing;32;8;Casual;0;0;No;No;269290
ASUS;Intel;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;0;No;No;84990
DELL;Intel;8;DDR4;Windows;64;2;Casual;15.6;0;No;No;67490
acer;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;75999
ASUS;AMD;16;DDR4;Windows;64;0;Casual;16;1;No;No;130500
Lenovo;Intel;16;DDR4;Windows;64;4;ThinNlight;15.6;0;No;No;229900
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;44376
HP;Intel;16;DDR4;Windows;64;0;Casual;13.3;1;Yes;No;162990
acer;AMD;4;DDR4;Windows;64;0;Casual;15.6;1;No;No;31990
acer;Intel;;;Missing;32;0;Casual;0;1;No;No;119990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;32990
Lenovo;Intel;8;DDR4;Windows;64;2;Casual;15.6;0;No;No;89998
DELL;Intel;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;1;No;Yes;135300
MSI;Intel;8;DDR4;Windows;64;0;Casual;14;0;No;No;64990
acer;Intel;8;DDR4;Windows;64;2;ThinNlight;15.6;1;No;No;61990
ASUS;AMD;8;DDR4;Windows;64;4;Casual;14;0;No;No;116990
ASUS;Intel;8;LPDDR4X;Windows;64;0;Casual;14;1;Yes;No;99990
ASUS;Intel;4;DDR4;Windows;64;0;Casual;14;1;No;No;41490
ASUS;Intel;16;DDR4;Windows;64;6;Casual;15.6;1;No;No;131500
